Identifier, Size, 1B1, 1B2, 1B3, 1B4, 1B5
B4U62_RS18865, 840.7, , , , , 
B4U62_RS18870, 999.7, , , , , 
B4U62_RS18875, 560.0, , , , , 
B4U62_RS18880, 585.7, , , , , 
B4U62_RS18885, 3124.7, , , , , 
B4U62_RS18890, 446.0, , , , , 
B4U62_RS18895, 981.0, , , , , 
B4U62_RS18900, 697.0, , , , , 
B4U62_RS18905, 509.3, , , , , 
B4U62_RS18910, 939.7, , , , , 
B4U62_RS18915, 292.3, , , , , 
B4U62_RS18920, 165.3, , , , , 
B4U62_RS18925, 897.0, , , , , 
B4U62_RS18930, 368.3, , , , , 
B4U62_RS18935, 288.0, , , , , 
B4U62_RS18945, 2237.7, , , , , 
B4U62_RS18950, 1656.7, , , , , 
B4U62_RS18955, 296.3, , , , , 
B4U62_RS18960, 2066.3, , , , , 
B4U62_RS18965, 524.0, , , , , 
B4U62_RS18970, 1041.3, , , , , 
B4U62_RS18975, 1028.7, , , , , 
B4U62_RS18980, 386.3, , , , , 
B4U62_RS18985, 1239.0, 400:1:0.0181818, , , 700:1:0.0188679, 
B4U62_RS18990, 719.0, , , , , 
B4U62_RS18995, 644.0, , , , , 
B4U62_RS19000, 315.0, , , , , 
B4U62_RS19005, 802.7, , , , , 
B4U62_RS19010_1, 100.0, , , , , 
B4U62_RS19010_2, 838.3, , , 800:1:0.00900901, , 
B4U62_RS19015, 2101.3, , , , , 
B4U62_RS19020, 551.0, , , , , 
B4U62_RS19025, 318.3, , , , , 
B4U62_RS19030, 270.7, , , , , 
B4U62_RS19035, 334.3, , , , , 
B4U62_RS19040, 1215.0, , , , , 
B4U62_RS19045, 368.3, , , , , 
B4U62_RS19050, 839.3, , , , , 
B4U62_RS19055, 181.0, , , , , 
B4U62_RS19060, 367.7, , , , , 
B4U62_RS19065, 500.0, , , , , 
B4U62_RS19070, 724.7, , , , , 
B4U62_RS19075, 1228.3, , , , , 
B4U62_RS19080, 403.0, , , , , 
B4U62_RS19085, 298.0, , , , , 
B4U62_RS19090, 404.7, , , , , 
B4U62_RS19095, 577.7, , , , , 
B4U62_RS19100, 268.3, , , , , 
B4U62_RS19105, 1208.0, , , , , 
B4U62_RS19110, 775.7, , , , , 
B4U62_RS19115, 640.0, , , , , 
B4U62_RS19120, 1018.7, , 400:3:0.907407, , , 
B4U62_RS19125, 620.3, , , , , 
B4U62_RS19130, 922.7, , , , , 
B4U62_RS19135, 980.7, , , , , 
B4U62_RS19140, 975.7, , , , , 
B4U62_RS19145, 616.3, , , , , 
B4U62_RS19150, 566.3, , , , , 
B4U62_RS19155, 1275.7, , , , , 
B4U62_RS19160, 1176.3, , , , , 
B4U62_RS19165, 917.0, , , , , 
B4U62_RS19170, 1222.7, , , , , 
B4U62_RS19175, 619.7, , , , , 
B4U62_RS19180, 1244.3, , , , , 
B4U62_RS19185, 1727.0, , , , , 
B4U62_RS19190, 349.0, , , , , 
B4U62_RS19195, 810.0, , , , , 
B4U62_RS19200, 1007.7, , , , , 
B4U62_RS19205, 786.7, , , , , 
B4U62_RS19215, 2288.0, , , , , 
B4U62_RS19220, 1132.7, , , , , 
B4U62_RS19225, 183.3, , , , , 
B4U62_RS19230, 186.0, , , , , 
B4U62_RS19240, 551.0, , , , , 
B4U62_RS19245, 1273.7, , , , , 
B4U62_RS19250, 770.3, , , , , 
B4U62_RS19255, 1809.3, , , , , 
B4U62_RS19260, 1730.3, , , , , 
B4U62_RS19265, 415.3, , , , , 
B4U62_RS19270, 706.3, , , , , 
B4U62_RS19275, 948.7, , , , , 
B4U62_RS19280, 1158.0, , , , , 
B4U62_RS19285, 2199.7, , , , , 
B4U62_RS19290, 845.3, , , , , 
B4U62_RS19295, 1214.3, , , , , 
B4U62_RS19300, 864.0, , , , , 
B4U62_RS19305, 885.0, , , , , 
B4U62_RS19310, 1193.3, , , , , 
B4U62_RS19315, 856.3, , , , , 
B4U62_RS19320, 775.7, , , , , 
B4U62_RS19325, 1073.3, , , , , 
B4U62_RS19330, 148.7, , , , , 
B4U62_RS19335, 918.3, , , , , 
B4U62_RS19340, 378.0, , , , , 
B4U62_RS19345, 1011.7, , , , , 
B4U62_RS19350, 155.0, , , , , 
B4U62_RS19355, 851.0, , , , , 
B4U62_RS19360, 673.0, , , , , 
B4U62_RS19365, 300.7, , , , , 
B4U62_RS19370, 1160.3, 400:1:0.0357143, , , , 
B4U62_RS19375, 719.3, , , , , 
B4U62_RS19380, 713.0, , , , , 
B4U62_RS19385, 495.0, , , , , 
B4U62_RS19390, 332.7, , , , , 
B4U62_RS19395, 518.3, , , , , 
B4U62_RS19400, 667.3, , , , , 
B4U62_RS19405, 1482.7, , , , , 
B4U62_RS19410, 764.7, , , , , 
B4U62_RS19415, 1130.0, , , , , 
B4U62_RS19420, 611.7, , , , , 
B4U62_RS19425, 1014.0, 400:3:0.0819672;400:3:0.0714286;400:1:0.0363636;500:3:0.12963;400:3:0.0727273;400:3:0.111111;400:3:0.176471;400:3:0.115385;400:3:0.134615;400:3:0.0588235;400:3:0.103448;400:3:0.109091;400:1:0.0377358;500:3:0.06;400:3:0.0784314;500:3:0.0784314;400:3:0.0754717;400:3:0.127273;400:3:0.097561;400:1:0.057377, 500:3:0.109756;500:1:0.0114943;400:3:0.0722892;300:3:0.120482;400:3:0.141026;500:1:0.0519481;500:1:0.056338;400:3:0.0795455;300:1:0.0314465, 400:3:0.15625, 400:3:0.0806452;800:1:0.0185185, 
B4U62_RS19430, 959.3, , , , , 
B4U62_RS19435, 526.0, 400:3:0.28;400:3:0.217391;400:3:0.111111;400:3:0.18, 400:3:0.242424;400:3:0.0588235;400:1:0.04, 400:3:0.0526316;500:3:0.09375;400:1:0;400:3:0.0909091;400:3:0.0909091;400:3:0.15;400:3:0.0434783;400:3:0.0571429;400:3:0.0857143;600:3:0.117647;600:1:0.0526316;800:3:0.102564;400:3:0.153846;400:1:0.047619;400:3:0.0952381;400:3:0.190476;400:1:0;400:3:0.190476;400:3:0.0512821, 400:1:0.111111;500:1:0.111111, 
B4U62_RS19440, 575.3, , , , , 
B4U62_RS19445, 371.7, , , , , 
B4U62_RS19450, 1330.0, , , , , 
B4U62_RS19455, 474.7, , , , , 
B4U62_RS19460, 466.7, , , , , 
B4U62_RS19465, 401.7, , , , , 
B4U62_RS19470, 178.0, , , , , 
B4U62_RS19475, 528.7, , , , , 
B4U62_RS19480, 715.0, , , , , 
B4U62_RS19485, 571.3, , , , , 
B4U62_RS19490, 365.7, , , , , 
B4U62_RS19495, 1459.0, , , , , 
B4U62_RS19500, 214.0, , , , , 
B4U62_RS19505, 442.3, , , , , 
B4U62_RS19515, 721.7, , , , , 
B4U62_RS19520, 1144.3, , , , , 
B4U62_RS19525, 658.3, , , , , 
B4U62_RS19530, 565.0, , , , , 
B4U62_RS19535, 685.7, , , , , 
B4U62_RS19540, 221.3, , , , , 
B4U62_RS19545, 1369.3, , , , , 
B4U62_RS19550, 2151.3, , , , , 
B4U62_RS19555, 97.7, , , , , 
B4U62_RS19560, 675.0, , , , , 
B4U62_RS19565, 713.0, , , , , 
B4U62_RS19570, 349.3, , , , , 
B4U62_RS19575, 408.0, , , , , 
B4U62_RS19580, 397.0, , , 500:3:0.745455, , 
B4U62_RS19585, 310.0, , , , , 
B4U62_RS19590, 606.7, , , , , 
B4U62_RS19595, 384.7, , , , , 
B4U62_RS19600, 442.7, , , , , 
B4U62_RS19605, 949.0, , , , , 
B4U62_RS19610, 657.0, , , , , 
B4U62_RS19615, 741.3, , , , , 
B4U62_RS19620, 910.3, , , , , 
B4U62_RS19625, 238.7, , , , , 
B4U62_RS19630, 189.3, , , , , 
B4U62_RS19635, 430.0, , , , , 
B4U62_RS19640, 924.3, , , , , 
B4U62_RS19645, 1202.3, , , , , 
B4U62_RS19650, 1264.0, , , , , 
B4U62_RS19655, 1077.3, , , , , 
B4U62_RS19660, 548.7, , , , , 
B4U62_RS19665, 467.3, , , , , 
B4U62_RS19670, 1026.0, 400:3:0.0909091;400:3:0.27;400:3:0.17;400:3:0.153061;400:3:0.285714;900:3:0.0952381;400:3:0.3;400:3:0.341463;400:3:0.13253;600:3:0.365854, 400:3:0.0506329, 500:3:0.0641026, , 
B4U62_RS19675, 282.0, , , , , 
B4U62_RS19680, 545.0, , , , , 
B4U62_RS19685, 440.7, , , , , 
B4U62_RS19690, 781.3, , , , , 
B4U62_RS19695, 421.7, , , , , 
B4U62_RS19700, 394.0, , , , , 
B4U62_RS19705, 449.7, , , , , 
B4U62_RS19710, 1226.3, , , , , 
B4U62_RS19715, 710.0, , , , , 
B4U62_RS19720, 344.0, , , , , 
B4U62_RS19725, 583.0, , , , , 
B4U62_RS19730, 426.7, , , , , 
B4U62_RS19735, 1338.7, , , , , 
B4U62_RS19740, 285.0, , , , , 
B4U62_RS19745, 350.0, , , , , 
B4U62_RS19750, 233.3, , , , , 
B4U62_RS19755, 242.0, , , , , 
B4U62_RS19760, 221.0, , , , , 
B4U62_RS19765, 499.7, , , , , 
B4U62_RS19770, 998.0, , , , , 
B4U62_RS19780, 818.0, , , , , 
B4U62_RS19785, 724.7, 600:1:0.0218978, , , , 
B4U62_RS19790, 229.3, , , , , 
B4U62_RS19795, 592.7, , , , , 
B4U62_RS19805, 645.0, , , , , 
B4U62_RS19810, 922.3, , , , , 
B4U62_RS19815, 1095.3, , , , , 
B4U62_RS19820, 705.7, , , , , 
B4U62_RS19825, 286.7, , , , , 
B4U62_RS19830, 449.0, , , , , 
B4U62_RS19835, 339.3, , , , , 
B4U62_RS19840, 1150.7, , , , , 
B4U62_RS19845, 758.7, , , , , 
B4U62_RS19850, 1215.3, , , , , 
B4U62_RS19855, 439.0, , , , , 
B4U62_RS19860, 507.0, , , , , 
B4U62_RS19865, 219.0, , , , , 
B4U62_RS19870, 604.0, , , , , 
B4U62_RS19875, 411.0, , , , , 
B4U62_RS19880, 608.3, , , , , 
B4U62_RS19885, 1104.0, , , , , 
B4U62_RS19890, 438.0, 500:3:0.141509;500:3:0.122642;500:3:0.142857;500:3:0.152381;500:3:0.117647;500:3:0.156863;400:3:0.135922;400:3:0.141509, 400:3:0.0986842, , , 
B4U62_RS19895, 452.0, , , , , 
B4U62_RS19900, 440.0, , , , , 
B4U62_RS19905, 526.7, , , , , 
B4U62_RS19910, 918.0, , , , , 
B4U62_RS19915, 415.3, , , , , 
B4U62_RS19920, 638.3, , , , , 
B4U62_RS19925, 321.7, , , , , 
B4U62_RS19930, 289.3, , , , , 
B4U62_RS19935, 688.3, , , , , 
B4U62_RS19940, 945.3, , , , , 
B4U62_RS19945, 324.7, , , , , 
B4U62_RS19950, 532.0, , , , , 
B4U62_RS19955, 863.7, , , 100:3:0.164948, , 
B4U62_RS19960, 1520.3, , , , , 
B4U62_RS19965, 551.0, , , , , 
B4U62_RS19970, 264.7, , , , , 
B4U62_RS19975, 1053.0, , , , , 
B4U62_RS19980, 804.7, , , , , 
B4U62_RS19985, 1112.0, , , , , 
B4U62_RS19990, 615.3, , , , , 
B4U62_RS19995, 802.7, 200:3:0.4, , 100:3:0.135135, , 
B4U62_RS20000, 396.3, , , , , 
B4U62_RS20005, 471.0, , , , , 
B4U62_RS20010, 1374.0, 600:1:0, , , , 
B4U62_RS20015, 520.3, , , , , 
B4U62_RS20020, 903.0, , , , , 
B4U62_RS20025, 1755.0, , , , , 
B4U62_RS20030, 996.0, , , , , 
B4U62_RS20035, 765.0, , , , , 
B4U62_RS20040, 299.3, , , , , 
B4U62_RS20045, 429.0, , , , , 
B4U62_RS20050, 1438.7, , , , , 
B4U62_RS20055, 1282.0, , , , , 
B4U62_RS20065, 532.3, , , , , 
B4U62_RS20070, 460.7, , , , , 
B4U62_RS20075, 1130.0, , , , , 
B4U62_RS20080, 2952.0, , , , , 
B4U62_RS20085, 482.7, , , , , 
B4U62_RS20090, 606.3, , , , , 
B4U62_RS20095, 668.7, , , , , 
B4U62_RS20100, 1041.3, , , , , 
B4U62_RS20105, 1313.3, , , , , 
B4U62_RS20110, 442.3, , , , , 
B4U62_RS20115, 201.3, , , , , 
B4U62_RS20120, 88.3, , , , , 
B4U62_RS20125, 1105.0, , , 600:1:0.0566038, , 
B4U62_RS20130, 133.7, , , , , 
B4U62_RS20135, 556.0, , , , , 
B4U62_RS20140, 1003.3, , , , , 
B4U62_RS20145, 887.3, , , , , 
B4U62_RS20150, 1010.7, , , , , 
B4U62_RS20155, 537.7, , , , , 
B4U62_RS20160, 1119.7, , , , , 
B4U62_RS20165, 1078.7, , , 600:3:0.794872, , 
B4U62_RS20170, 182.7, , , , , 
B4U62_RS20175, 925.0, , , , , 
B4U62_RS20180, 76.0, , , , , 
B4U62_RS20185, 466.0, , , , , 
B4U62_RS20190, 743.0, , , , , 
B4U62_RS20195, 767.3, , , , , 
B4U62_RS20200, 1711.0, , , , , 
B4U62_RS20210, 423.7, , , , , 
B4U62_RS20215, 619.0, , , , , 
B4U62_RS20220, 157.0, , , , , 
B4U62_RS20225, 430.0, 400:3:0.398734;400:3:0.12, 300:1:0, , , 
B4U62_RS20230, 1591.3, , , , , 
B4U62_RS20235, 1127.0, , , , , 
B4U62_RS20240, 470.3, , , , , 
B4U62_RS20245, 431.3, , , , , 
B4U62_RS20250, 1117.0, , , , , 
B4U62_RS20255, 279.0, , , , , 
B4U62_RS20260, 717.7, , , , , 
B4U62_RS20265, 797.0, , , , , 
B4U62_RS20270, 705.7, , , , , 
B4U62_RS20275, 817.3, , , , , 
B4U62_RS20280, 893.3, , , , , 
B4U62_RS20285, 708.7, , 400:3:0.885057, , , 
B4U62_RS20290, 711.0, , , , , 
B4U62_RS20295, 950.7, , , , , 
B4U62_RS20300, 941.3, 400:1:0.0520833, , , , 
B4U62_RS20305, 1146.7, , , , , 
B4U62_RS20310, 608.0, , , , , 
B4U62_RS20315, 566.7, , , , , 
B4U62_RS20320, 585.3, , , , , 
B4U62_RS20325, 1084.0, , , , , 
B4U62_RS20330, 1120.3, 800:1:0.0131579, , , , 
B4U62_RS20335, 1421.3, , , , , 
B4U62_RS20340, 1327.7, , , , , 
B4U62_RS20345, 1099.7, 600:1:0.0163934;400:1:0.0359712;400:3:0.100671, , , 700:1:0.013245;700:1:0.0291262, 
B4U62_RS20350, 479.0, , , , , 
B4U62_RS20355, 355.0, , , , , 
B4U62_RS20360, 665.0, , , , , 
B4U62_RS20365, 735.3, , , , , 
B4U62_RS20370, 600.0, , , , , 
B4U62_RS20375, 803.7, , , , , 
B4U62_RS20380, 565.0, , , , , 
B4U62_RS20385, 872.3, , , , , 
B4U62_RS20390, 680.0, , , , , 
B4U62_RS20395, 931.7, , , , , 
B4U62_RS20400, 1125.0, , , , , 
B4U62_RS20405, 601.7, , , , , 
B4U62_RS20410, 233.7, , , , , 
B4U62_RS20415, 477.7, , , , , 
B4U62_RS20420, 356.3, , , , , 
B4U62_RS20425, 1073.3, , , , , 
B4U62_RS20430, 345.7, , , , , 
B4U62_RS20435, 1123.7, , , , , 
B4U62_RS20440, 526.7, , , , , 
B4U62_RS20445, 716.0, 400:1:0.027027;400:1:0.0422535;800:3:0.0746269;400:1:0.0895522;500:3:0.0615385;400:3:0.1;400:3:0.0967742;400:3:0.112903;400:3:0.147541;400:3:0.209677;400:1:0.0526316;400:3:0.0727273;400:3:0.2;400:3:0.210526;400:1:0, , 500:1:0.015873;500:3:0.0566038, , 
B4U62_RS20450, 483.3, , , , , 
B4U62_RS20455, 517.0, , , , , 
B4U62_RS20460, 352.0, , , , , 
B4U62_RS20465, 672.7, , , , , 
B4U62_RS20470, 294.0, , , , , 
B4U62_RS20475, 1115.7, 900:3:0.125;400:3:0.145833;400:1:0.104167;500:1:0.0612245;400:3:0.14, 600:1:0.0898876, 400:3:0.145833, , 
B4U62_RS20480, 1220.3, , , , , 
B4U62_RS20485, 702.7, , , , , 
B4U62_RS20490, 701.0, , , , , 
B4U62_RS20495, 333.0, , , , , 
B4U62_RS20500, 1960.0, , , , , 
B4U62_RS20505, 883.0, , , , , 
B4U62_RS20510, 694.7, , , , , 
B4U62_RS20515, 1046.7, , , , , 
B4U62_RS20520, 307.3, , , , , 
B4U62_RS20525, 304.0, , , , , 
B4U62_RS20530, 513.7, , , , , 
B4U62_RS20535, 1598.3, , , , , 
B4U62_RS20540, 876.3, 400:3:0.153846, , , , 
B4U62_RS20545, 283.3, , , , , 
B4U62_RS20550, 1217.3, , , , , 
B4U62_RS20555, 1009.7, , , , , 
B4U62_RS20560, 332.0, , , , , 
B4U62_RS20565, 634.3, , , , , 
B4U62_RS20570, 229.7, , , , , 
B4U62_RS20575, 341.7, , , , , 
B4U62_RS20580, 1153.0, , , , , 
B4U62_RS20585, 577.7, , , , , 
B4U62_RS20590, 983.7, , , , , 
B4U62_RS20595, 922.7, , , , , 
B4U62_RS20600, 1250.3, , , , , 
B4U62_RS20605, 528.0, , , , , 
B4U62_RS20610, 658.3, , , , , 
B4U62_RS20615, 812.3, , , , , 
B4U62_RS20620, 300.3, , , , , 
B4U62_RS20625, 490.0, , , , , 
B4U62_RS20630, 1026.3, , , , , 
B4U62_RS20635, 186.3, , , , , 
B4U62_RS20640, 1035.3, , , , , 
B4U62_RS20645, 320.0, , , , , 
B4U62_RS20650, 619.0, , , , , 
B4U62_RS20655, 1150.7, , , , , 
B4U62_RS20660, 1607.7, , , , , 
B4U62_RS20665, 1147.3, , , , , 
B4U62_RS20670, 724.3, , , , , 
B4U62_RS20675, 781.0, , , , , 
B4U62_RS20680, 668.3, , , , , 
B4U62_RS20685, 448.0, , , , , 
B4U62_RS20690, 1078.3, , , , , 
B4U62_RS20695, 1155.0, , , , , 
B4U62_RS20700, 607.0, , , , , 
B4U62_RS20705, 840.3, , , , , 
B4U62_RS20715, 170.0, , , , , 
B4U62_RS20720, 1191.0, , , , , 
B4U62_RS20725, 933.3, , , , , 
B4U62_RS20730, 204.7, , , , , 
B4U62_RS20735, 927.7, , , , , 
B4U62_RS20740, 680.3, , , , , 
B4U62_RS20745, 949.0, , , , , 
B4U62_RS20750, 1048.0, , , , , 
B4U62_RS20755, 282.7, , , , , 
B4U62_RS20760, 1083.3, , , , , 
B4U62_RS20765, 345.7, , , , , 
B4U62_RS20770, 1626.3, 600:1:0.0604027, , 100:3:0.157143;300:3:0.129032, , 
B4U62_RS20775, 152.7, , , , , 
B4U62_RS20780, 554.7, , , , , 
B4U62_RS20785, 1322.7, , , , , 
B4U62_RS20790, 1020.7, , , , , 
B4U62_RS20795, 614.3, , , , , 
B4U62_RS20800, 697.3, , , , , 
B4U62_RS20805, 151.0, , , , , 
B4U62_RS20810, 161.7, , , , , 
B4U62_RS20815, 259.0, , , , , 
B4U62_RS20820, 510.0, , , , , 
B4U62_RS20825, 1155.7, , , , , 
B4U62_RS20830, 723.7, , , , , 
B4U62_RS20835, 1369.3, , , , , 
B4U62_RS20840, 1333.7, , , , , 
B4U62_RS20845, 812.7, , , , , 
B4U62_RS20850, 1210.7, , , , , 
B4U62_RS20855, 1123.3, , , , , 
B4U62_RS20860, 1403.3, , , , , 
B4U62_RS20865, 215.0, , , , , 
B4U62_RS20870, 756.0, , , , , 
B4U62_RS20875, 968.0, , , , , 
B4U62_RS20880, 806.7, , , , , 
B4U62_RS20885, 1211.0, , , , , 
B4U62_RS20890, 774.0, , , , , 
B4U62_RS20895, 521.0, , , , , 
B4U62_RS20900, 904.3, , , , , 
B4U62_RS20905, 501.3, , , , , 
B4U62_RS20910, 717.3, , , , , 
B4U62_RS20915, 435.3, , , , , 
B4U62_RS20920, 955.0, , , , , 
B4U62_RS20925, 494.0, , , , , 
B4U62_RS20930, 1012.7, , , , , 
B4U62_RS20935, 312.7, , , , , 
B4U62_RS20940, 493.0, , , , , 
B4U62_RS20945, 968.7, , , , , 
B4U62_RS20950, 968.0, , , , , 
B4U62_RS20955, 624.3, , , , , 
B4U62_RS20960, 516.0, , , , , 
B4U62_RS20965, 577.7, , , , , 
B4U62_RS20970, 1228.3, 600:1:0.0194175, , , , 
B4U62_RS20975, 768.7, , , , , 
B4U62_RS20980, 1020.7, , , , , 
B4U62_RS20990, 279.7, , , , , 
B4U62_RS20995, 1705.0, , , , , 
B4U62_RS21000, 1060.7, , , , , 
B4U62_RS21005, 683.7, , , , , 
B4U62_RS21010, 757.0, , , , , 
B4U62_RS21015, 636.3, , , , , 
B4U62_RS21020, 1083.3, , , , , 
B4U62_RS21025, 1208.3, , , , , 
B4U62_RS21030, 980.7, , , , , 
B4U62_RS21040, 120.0, , , , , 
B4U62_RS21045, 384.3, , , , , 
B4U62_RS21050, 260.0, , , , , 
B4U62_RS21055, 401.3, , , , , 
B4U62_RS21060, 424.3, , , , , 
B4U62_RS21065, 360.7, , , , , 
B4U62_RS21070, 390.3, , , , , 
B4U62_RS21075, 301.7, , , , , 
B4U62_RS21080, 465.3, , , , , 
B4U62_RS21085, 407.7, , , , , 
B4U62_RS21090, 5625.0, , , , , 
B4U62_RS21095, 848.7, , , 600:1:0.0549451, , 
B4U62_RS21100, 461.7, , , , , 
B4U62_RS21105, 1125.3, , , , , 
B4U62_RS21110, 1535.7, , , , , 
B4U62_RS21115, 292.7, , , , , 
B4U62_RS21120, 358.0, , , , , 
B4U62_RS21125, 1390.7, , , , , 
B4U62_RS21130, 227.0, , , , , 
B4U62_RS21135, 392.7, , , , , 
B4U62_RS21140, 1199.0, , , , , 
B4U62_RS21145, 234.3, , , , , 
B4U62_RS21150, 438.7, , , , , 
B4U62_RS21155, 1272.0, , , , , 
B4U62_RS21160, 1273.0, , , , , 
B4U62_RS21165, 989.0, , , , , 
B4U62_RS21170, 735.0, , , , , 
B4U62_RS21175, 1178.0, , , , , 
B4U62_RS21180, 1058.3, , , , , 
B4U62_RS21185, 1037.0, , , , , 
B4U62_RS21190, 647.3, , , , , 
B4U62_RS21195, 832.7, , , , , 
B4U62_RS21200, 722.3, , , , , 
B4U62_RS21205, 958.0, , , , , 
B4U62_RS21210, 1064.3, , , , , 
B4U62_RS21215, 915.3, , , , , 
B4U62_RS21220, 613.7, , , , , 
B4U62_RS21225, 564.0, , , , , 
B4U62_RS21230, 659.7, , , , , 
B4U62_RS21235, 408.3, , , , , 
B4U62_RS21240, 1150.0, , , , , 
B4U62_RS21245, 183.0, , , , , 
B4U62_RS21250, 867.7, , , , , 
B4U62_RS21255, 692.0, , , , , 
B4U62_RS21260, 451.3, , , , , 
B4U62_RS21265, 407.7, , , , , 
B4U62_RS21270, 287.7, , , , , 
B4U62_RS21275, 391.3, , , , , 
B4U62_RS21280, 418.0, , , , , 
B4U62_RS21285, 841.0, , , , , 
B4U62_RS21290, 287.7, , , , , 
B4U62_RS21295, 1487.3, , , , , 
B4U62_RS21300, 689.0, , , , , 
B4U62_RS21305, 773.3, , , , , 
B4U62_RS21310, 635.3, , , , , 
B4U62_RS21315, 693.3, , , , , 
B4U62_RS21320, 754.3, , , , , 
B4U62_RS21325, 712.0, , , , , 
B4U62_RS21330, 844.0, , , , , 
B4U62_RS21335, 1058.7, , , , , 
B4U62_RS21340, 721.7, , , , , 
B4U62_RS21345, 1535.7, , , , , 
B4U62_RS21350, 798.0, , , , , 
B4U62_RS21355, 713.7, , , , , 
B4U62_RS21360, 1264.0, , , , , 
B4U62_RS21365, 692.3, , , , , 
B4U62_RS21370, 784.7, , , , , 
B4U62_RS21375, 601.0, , , , , 
B4U62_RS21380, 251.7, , , , , 
B4U62_RS21385, 1150.3, , , , , 
B4U62_RS21390, 1576.0, , , , , 
B4U62_RS21395, 304.3, , , , , 
B4U62_RS21400, 651.0, , , , , 
B4U62_RS21405, 1002.0, , , , , 
B4U62_RS21410, 1093.0, , , , , 
B4U62_RS21415, 459.3, , , , , 
B4U62_RS21420, 891.3, , , , , 
B4U62_RS21425, 689.7, , , , , 
B4U62_RS21430, 219.0, , , , , 
B4U62_RS21435, 390.0, , , , , 
B4U62_RS21440, 1803.7, , , , , 
B4U62_RS21445, 928.7, , , , , 
B4U62_RS21450, 1058.0, , , , , 
B4U62_RS21455, 447.0, , , , , 
B4U62_RS21460, 453.7, , , , , 
B4U62_RS21465, 1073.7, , , , , 
B4U62_RS21470, 896.3, , , , , 
B4U62_RS21475, 561.0, , , , , 
B4U62_RS21480, 857.3, , , , , 
B4U62_RS21485, 444.0, , , , , 
B4U62_RS21490, 408.3, , , , , 
B4U62_RS21495, 496.3, , , , , 
B4U62_RS21500, 906.7, , , , , 
B4U62_RS21505, 1002.0, , , , , 
B4U62_RS21510, 668.3, , , , , 
B4U62_RS21515, 1196.7, , , , , 
B4U62_RS21520, 1034.3, , , , , 
B4U62_RS21525, 1117.3, , , , , 
B4U62_RS21530, 543.3, , , , , 
B4U62_RS21535, 1195.0, , , , , 
B4U62_RS21540, 1138.3, , , , , 
B4U62_RS21545, 188.7, , , , , 
B4U62_RS21550, 244.3, , , , , 
B4U62_RS21555, 617.7, , , , , 
B4U62_RS21560, 155.0, , , , , 
B4U62_RS21565, 612.3, , , , , 
B4U62_RS21570, 604.7, , , , , 
B4U62_RS21575, 628.0, , , , , 
B4U62_RS21580, 819.7, , , , , 
B4U62_RS21585, 222.7, , , , , 
B4U62_RS21590, 1624.0, , , , , 
B4U62_RS21595, 1430.0, , , , , 
B4U62_RS21600, 324.0, , , , , 
B4U62_RS21605, 1259.3, , , , , 
B4U62_RS21610, 459.3, 700:3:0.144737, , , , 
B4U62_RS21615, 235.0, , , , , 
B4U62_RS21620, 412.0, , , , , 
B4U62_RS21625, 1020.7, , , , , 
B4U62_RS21630, 237.3, , , , , 
B4U62_RS21635, 216.3, , , , , 
B4U62_RS21640, 912.0, , , , , 
B4U62_RS21645, 671.7, , , , , 
B4U62_RS21650, 473.3, , , , , 
B4U62_RS21655, 888.0, , , , , 
B4U62_RS21660, 92.0, , , , , 
B4U62_RS21665, 776.0, 400:1:0.0115607, , , , 
B4U62_RS21670, 1211.0, , 400:3:0.0625, , , 
B4U62_RS21675, 1042.0, , , , , 
B4U62_RS21680, 1188.3, , , , , 
B4U62_RS21695, 1021.0, 400:1:0.0560748, , , , 
B4U62_RS21700, 635.0, , , , , 
B4U62_RS21705, 668.3, , , 300:3:0.157143, , 
B4U62_RS21710, 1061.0, , , , , 
B4U62_RS21715, 1437.0, , , , , 
B4U62_RS21720, 669.7, , , , , 
B4U62_RS21725, 108.0, , , , , 
B4U62_RS21730, 158.0, , , , , 
B4U62_RS21735, 96.0, , , , , 
B4U62_RS21740, 162.0, , , , , 
B4U62_RS21745, 1121.7, , , , , 
B4U62_RS21750, 428.0, , , , , 
B4U62_RS21755, 1161.3, 400:1:0.0104167, , , , 
B4U62_RS21760, 229.3, , , , , 
B4U62_RS21765, 265.3, , , , , 
B4U62_RS21770, 130.7, , , , , 
B4U62_RS21775, 978.7, , , , , 
B4U62_RS21780, 1664.0, , , , , 
B4U62_RS21785, 361.0, , , , , 
B4U62_RS21790, 1609.7, , , , , 
B4U62_RS21795, 856.0, , , , , 
B4U62_RS21800, 223.0, , , , , 
B4U62_RS21805, 424.0, , , , , 
B4U62_RS21810, 391.0, , , , , 
B4U62_RS21815, 826.0, , , , , 
B4U62_RS21820, 362.0, , , , , 
B4U62_RS21825, 355.0, , , , , 
B4U62_RS21830, 992.0, , , , , 
B4U62_RS21835, 285.7, , , , , 
B4U62_RS21850, 451.7, , , , , 
B4U62_RS21855, 702.3, , , , , 
B4U62_RS21860, 558.3, , , , , 
B4U62_RS21865, 596.7, , , , , 
B4U62_RS21870, 515.7, , , , , 
B4U62_RS21875, 675.7, , , , , 
B4U62_RS21880, 410.7, , , , , 
B4U62_RS21885, 697.7, , , , , 
B4U62_RS21890, 1070.3, , , , , 
B4U62_RS21895, 769.3, , , , , 
B4U62_RS21900, 358.3, , , , , 
B4U62_RS21905, 456.3, , , , , 
