Position, Gene, Allele, Annotation, Test statistic, P-value, Deletion index, Fold reduction, Deletion P-value, Duplication index, Fold increase, Duplication pvalue, Passed?, AC:100, DP:100, AC:200, DP:200, AC:300, DP:300, AC:400, DP:400, AC:600, DP:600, AC:700, DP:700
4022522, FFI16_RS18340, T->G, synonymous, -6.55989992656, 0.4314, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 158.0, 0.0, 59.0, 2.0, 124.0, 0.0, 110.0, 1.0, 73.0, 0.0, 135.0
4022537, FFI16_RS18340, A->C, missense, -7.26931462537, 0.4063, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 154.0, 0.0, 58.0, 0.0, 120.0, 1.0, 97.0, 2.0, 69.0, 1.0, 128.0
4036304, FFI16_RS18425, G->C, missense, 1.13407361233, 0.0794, 7, 1, 1, 1, 1, 1, PASS, 0.0, 142.0, 0.0, 33.0, 0.0, 125.0, 4.0, 94.0, 7.0, 54.0, 4.0, 65.0
4038178, intergenic, C->A, noncoding, -0.60179640256, 0.3969, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 137.0, 0.0, 61.0, 8.0, 132.0, 8.0, 40.0, 2.0, 66.0, 8.0, 93.0
4039668, intergenic, C->A, noncoding, 0.591457844218, 0.1689, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 56.0, 0.0, 10.0, 1.0, 39.0, 2.0, 13.0, 10.0, 56.0, 4.0, 57.0
4039675, intergenic, C->A, noncoding, 0.564528793099, 0.2487, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 51.0, 0.0, 14.0, 0.0, 39.0, 3.0, 13.0, 11.0, 56.0, 10.0, 54.0
4045150, FFI16_RS18450, A->C, synonymous, -1.06618258947, 0.4081, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 83.0, 0.0, 43.0, 0.0, 106.0, 6.0, 44.0, 2.0, 81.0, 2.0, 85.0
4045163, FFI16_RS18450, G->T, missense, -0.123068676019, 0.3848, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 86.0, 0.0, 40.0, 1.0, 105.0, 12.0, 44.0, 7.0, 84.0, 5.0, 82.0
4045166, FFI16_RS18450, C->A, synonymous, 0.0829212906237, 0.3426, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 88.0, 1.0, 41.0, 1.0, 104.0, 8.0, 44.0, 5.0, 86.0, 8.0, 84.0
4045185, FFI16_RS18450, G->T, missense, 0.0881231928994, 0.3724, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 86.0, 0.0, 34.0, 1.0, 105.0, 12.0, 48.0, 10.0, 86.0, 13.0, 77.0
4045196, FFI16_RS18450, T->G, synonymous, -0.109231099662, 0.382, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 84.0, 0.0, 33.0, 1.0, 102.0, 9.0, 45.0, 5.0, 84.0, 3.0, 83.0
4045204, FFI16_RS18450, C->G, synonymous, -0.0138600436062, 0.395, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 80.0, 0.0, 35.0, 1.0, 98.0, 10.0, 45.0, 4.0, 80.0, 7.0, 79.0
4048365, intergenic, G->T, noncoding, -0.0944461170474, 0.3732, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 59.0, 0.0, 23.0, 1.0, 47.0, 5.0, 27.0, 5.0, 72.0, 7.0, 101.0
4048372, intergenic, C->A, noncoding, 0.362258172763, 0.246, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 66.0, 0.0, 23.0, 1.0, 43.0, 6.0, 27.0, 6.0, 69.0, 11.0, 95.0
4048388, intergenic, C->G, noncoding, 0.656561562661, 0.2216, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 67.0, 0.0, 23.0, 0.0, 45.0, 4.0, 25.0, 3.0, 65.0, 10.0, 95.0
4061572, FFI16_RS18520, C->A, missense, -0.537253334466, 0.3934, 7, 1, 1, 1, 1, 1, FAIL, 11.0, 148.0, 0.0, 47.0, 3.0, 116.0, 17.0, 103.0, 0.0, 93.0, 5.0, 114.0
4073728, FFI16_RS18560, T->G, synonymous, 0.145309244576, 0.1921, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 105.0, 0.0, 43.0, 0.0, 109.0, 2.0, 87.0, 11.0, 77.0, 4.0, 123.0
4075947, FFI16_RS18565, A->C, missense, 1.8779190398, 0.0668, 7, 1, 1, 1, 1, 1, PASS, 0.0, 124.0, 0.0, 44.0, 1.0, 119.0, 3.0, 233.0, 6.0, 88.0, 3.0, 109.0
4112958, intergenic, T->G, noncoding, 0.42706699636, 0.2418, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 55.0, 0.0, 19.0, 0.0, 60.0, 2.0, 40.0, 5.0, 58.0, 13.0, 79.0
4127764, FFI16_RS18840, G->T, missense, -0.340204815345, 0.3559, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 112.0, 0.0, 36.0, 3.0, 88.0, 26.0, 95.0, 2.0, 50.0, 11.0, 64.0
4146265, FFI16_RS18960, C->A, synonymous, -5.89655172414, 0.4043, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 135.0, 0.0, 37.0, 2.0, 111.0, 5.0, 174.0, 1.0, 33.0, 5.0, 29.0
4150212, FFI16_RS18980, T->G, missense, -2.68892592832, 0.4121, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 104.0, 0.0, 42.0, 0.0, 151.0, 1.0, 180.0, 3.0, 116.0, 2.0, 155.0
4150492, FFI16_RS18980, T->A, missense, -7.60606745216, 0.4245, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 141.0, 0.0, 43.0, 2.0, 151.0, 0.0, 195.0, 2.0, 85.0, 0.0, 140.0
4164616, FFI16_RS19055, G->T, missense, 0.845801426071, 0.1112, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 135.0, 0.0, 49.0, 1.0, 166.0, 2.0, 180.0, 6.0, 45.0, 4.0, 72.0
4171674, FFI16_RS19085, T->G, synonymous, 0.654802645905, 0.1711, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 62.0, 0.0, 29.0, 0.0, 58.0, 5.0, 82.0, 7.0, 53.0, 13.0, 62.0
4193097, FFI16_RS19220, A->C, missense, -0.222344957278, 0.3638, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 97.0, 0.0, 44.0, 4.0, 96.0, 13.0, 69.0, 3.0, 81.0, 7.0, 51.0
4193103, FFI16_RS19220, T->G, missense, 0.113755596036, 0.3316, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 88.0, 0.0, 42.0, 3.0, 94.0, 14.0, 52.0, 6.0, 66.0, 6.0, 46.0
4193105, FFI16_RS19220, C->G, synonymous, -0.578573410078, 0.3747, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 86.0, 0.0, 42.0, 4.0, 92.0, 13.0, 49.0, 1.0, 65.0, 6.0, 46.0
4193113, FFI16_RS19220, C->G, missense, -0.734014235448, 0.3681, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 93.0, 0.0, 45.0, 0.0, 93.0, 7.0, 47.0, 1.0, 62.0, 7.0, 49.0
4193115, FFI16_RS19220, T->G, missense, 0.577620286044, 0.1831, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 92.0, 0.0, 45.0, 1.0, 92.0, 3.0, 48.0, 13.0, 63.0, 7.0, 47.0
4194753, FFI16_RS19225, T->C, missense, -0.144291462428, 0.3586, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 132.0, 16.0, 40.0, 24.0, 106.0, 101.0, 151.0, 1.0, 85.0, 0.0, 114.0
4196148, intergenic, C->A, noncoding, 0.0655260064183, 0.3786, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 117.0, 1.0, 44.0, 2.0, 108.0, 19.0, 104.0, 7.0, 95.0, 10.0, 94.0
4196197, intergenic, C->A, noncoding, -0.591761820613, 0.3846, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 104.0, 0.0, 52.0, 2.0, 132.0, 20.0, 117.0, 1.0, 91.0, 7.0, 93.0
4206158, FFI16_RS19280, T->G, synonymous, 1.44766957424, 0.0886, 7, 1, 1, 1, 1, 1, PASS, 1.0, 95.0, 0.0, 42.0, 0.0, 72.0, 6.0, 61.0, 3.0, 16.0, 2.0, 12.0
4206164, FFI16_RS19280, G->C, synonymous, 0.764657412955, 0.1273, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 96.0, 0.0, 43.0, 1.0, 72.0, 14.0, 61.0, 2.0, 16.0, 3.0, 12.0
4206167, FFI16_RS19280, A->C, synonymous, 1.16970184793, 0.105, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 95.0, 0.0, 42.0, 0.0, 72.0, 12.0, 60.0, 4.0, 16.0, 2.0, 12.0
4206971, FFI16_RS19285, G->C, nonsense, 0.415569601809, 0.1656, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 155.0, 0.0, 38.0, 0.0, 130.0, 4.0, 297.0, 10.0, 76.0, 4.0, 103.0
4206974, FFI16_RS19285, G->C, synonymous, 0.112310704902, 0.2575, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 157.0, 0.0, 39.0, 0.0, 132.0, 3.0, 314.0, 12.0, 79.0, 4.0, 108.0
4206982, FFI16_RS19285, C->A, missense, 0.698983569893, 0.1633, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 151.0, 0.0, 43.0, 0.0, 138.0, 7.0, 328.0, 10.0, 77.0, 6.0, 108.0
4206983, FFI16_RS19285, C->A, synonymous, 0.175255655372, 0.2172, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 144.0, 0.0, 40.0, 0.0, 136.0, 8.0, 309.0, 12.0, 74.0, 4.0, 102.0
4213275, FFI16_RS19310, A->C, missense, 0.288826039648, 0.1856, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 132.0, 0.0, 50.0, 6.0, 116.0, 26.0, 239.0, 15.0, 86.0, 20.0, 98.0
4213279, FFI16_RS19310, C->A, nonsense, 0.176491942004, 0.2519, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 138.0, 0.0, 52.0, 5.0, 119.0, 25.0, 236.0, 17.0, 84.0, 5.0, 95.0
4222963, intergenic, G->T, noncoding, 0.284549221893, 0.2718, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 57.0, 0.0, 12.0, 0.0, 29.0, 2.0, 39.0, 7.0, 44.0, 3.0, 28.0
4225338, FFI16_RS19380, C->A, synonymous, -3.76647852529, 0.3852, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 106.0, 0.0, 58.0, 1.0, 113.0, 2.0, 166.0, 2.0, 90.0, 1.0, 100.0
4225885, FFI16_RS19380, C->A, missense, -2.87129236628, 0.4292, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 100.0, 0.0, 44.0, 1.0, 107.0, 2.0, 219.0, 2.0, 82.0, 0.0, 115.0
4232715, FFI16_RS19400, A->C, missense, -0.702633145631, 0.2897, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 141.0, 0.0, 43.0, 0.0, 130.0, 3.0, 281.0, 3.0, 94.0, 0.0, 148.0
4232724, FFI16_RS19400, C->A, synonymous, -4.08772849677, 0.4228, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 140.0, 0.0, 42.0, 2.0, 136.0, 4.0, 281.0, 0.0, 97.0, 1.0, 143.0
4232726, FFI16_RS19400, G->C, synonymous, -4.95135901372, 0.4128, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 139.0, 0.0, 43.0, 1.0, 132.0, 3.0, 283.0, 0.0, 99.0, 2.0, 146.0
4232749, FFI16_RS19400, A->C, synonymous, -5.38834271544, 0.3975, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 142.0, 0.0, 45.0, 0.0, 127.0, 2.0, 250.0, 1.0, 99.0, 2.0, 129.0
4237472, FFI16_RS19415, T->G, noncoding, 0.449212782418, 0.1557, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 125.0, 0.0, 58.0, 2.0, 109.0, 17.0, 178.0, 7.0, 42.0, 9.0, 78.0
4245602, intergenic, T->A, noncoding, -0.675544373503, 0.4083, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 67.0, 0.0, 33.0, 2.0, 79.0, 8.0, 55.0, 0.0, 61.0, 4.0, 68.0
4245603, intergenic, C->A, noncoding, -0.0913384413788, 0.3716, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 67.0, 0.0, 33.0, 3.0, 79.0, 10.0, 55.0, 3.0, 61.0, 7.0, 68.0
4245606, intergenic, A->C, noncoding, 0.210971257028, 0.3291, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 67.0, 0.0, 33.0, 3.0, 77.0, 17.0, 54.0, 10.0, 61.0, 13.0, 67.0
4245615, intergenic, A->C, noncoding, 0.110971955336, 0.3831, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 63.0, 0.0, 31.0, 1.0, 68.0, 12.0, 63.0, 6.0, 59.0, 9.0, 66.0
4245625, intergenic, T->A, noncoding, -0.34940147548, 0.3775, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 61.0, 0.0, 29.0, 0.0, 64.0, 15.0, 74.0, 3.0, 63.0, 7.0, 61.0
4267354, FFI16_RS19545, A->C, missense, 0.337772403745, 0.2059, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 111.0, 1.0, 35.0, 1.0, 124.0, 11.0, 104.0, 14.0, 85.0, 7.0, 90.0
4267406, FFI16_RS19545, T->C, synonymous, 0.322016872745, 0.2673, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 101.0, 0.0, 35.0, 0.0, 119.0, 12.0, 73.0, 9.0, 79.0, 13.0, 66.0
4269811, intergenic, C->T, noncoding, 0.920224568767, 0.089, 7, 1, 1, 1, 1, 1, PASS, 1.0, 140.0, 0.0, 58.0, 1.0, 134.0, 2.0, 147.0, 3.0, 52.0, 8.0, 60.0
4269834, intergenic, C->A, noncoding, -0.0490945351187, 0.3393, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 142.0, 1.0, 62.0, 2.0, 120.0, 3.0, 123.0, 2.0, 43.0, 9.0, 48.0
4282418, FFI16_RS19620, A->C, synonymous, -7.06486166875, 0.4041, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 126.0, 0.0, 27.0, 0.0, 101.0, 3.0, 249.0, 4.0, 129.0, 0.0, 152.0
4282534, FFI16_RS19620, T->G, synonymous, -3.16570783785, 0.4069, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 130.0, 0.0, 32.0, 2.0, 117.0, 2.0, 222.0, 1.0, 100.0, 1.0, 147.0
4287563, intergenic, G->C, noncoding, -0.557134091102, 0.3938, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 78.0, 0.0, 39.0, 3.0, 79.0, 16.0, 52.0, 3.0, 75.0, 6.0, 81.0
4287566, intergenic, T->A, noncoding, -0.617454977517, 0.3818, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 78.0, 0.0, 40.0, 3.0, 79.0, 14.0, 52.0, 1.0, 75.0, 7.0, 82.0
4287570, intergenic, T->G, noncoding, 0.0252660284222, 0.3797, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 83.0, 0.0, 42.0, 4.0, 79.0, 12.0, 55.0, 7.0, 77.0, 4.0, 84.0
4287573, intergenic, C->A, noncoding, -0.441098133224, 0.3846, 7, 1, 1, 1, 1, 1, FAIL, 8.0, 84.0, 0.0, 41.0, 3.0, 79.0, 16.0, 57.0, 5.0, 75.0, 7.0, 80.0
4287574, intergenic, A->C, noncoding, 0.522318574208, 0.1926, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 85.0, 0.0, 41.0, 0.0, 79.0, 5.0, 57.0, 12.0, 76.0, 6.0, 81.0
4287591, intergenic, T->A, noncoding, -0.243184021884, 0.3774, 7, 1, 1, 1, 1, 1, FAIL, 7.0, 90.0, 0.0, 42.0, 5.0, 79.0, 19.0, 66.0, 5.0, 88.0, 16.0, 91.0
4287593, intergenic, C->A, noncoding, -0.150203532514, 0.3663, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 92.0, 0.0, 45.0, 4.0, 78.0, 17.0, 67.0, 5.0, 87.0, 11.0, 90.0
4297353, intergenic, C->G, noncoding, 0.592181331516, 0.1916, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 38.0, 0.0, 16.0, 0.0, 48.0, 2.0, 50.0, 8.0, 60.0, 9.0, 48.0
4297359, intergenic, T->G, noncoding, 0.563272586627, 0.1994, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 43.0, 0.0, 19.0, 0.0, 50.0, 2.0, 51.0, 6.0, 62.0, 9.0, 53.0
4309432, FFI16_RS19740, A->C, missense, -2.62409369785, 0.4346, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 144.0, 0.0, 69.0, 1.0, 89.0, 2.0, 157.0, 0.0, 86.0, 3.0, 78.0
4316320, FFI16_RS19765, A->C, noncoding, 0.151235665012, 0.3781, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 97.0, 0.0, 45.0, 1.0, 101.0, 10.0, 37.0, 14.0, 120.0, 14.0, 86.0
4316323, FFI16_RS19765, G->C, noncoding, 0.412380719446, 0.1863, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 101.0, 0.0, 45.0, 1.0, 104.0, 8.0, 41.0, 6.0, 122.0, 9.0, 90.0
4316325, FFI16_RS19765, T->G, noncoding, 0.136207174829, 0.3767, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 104.0, 0.0, 45.0, 3.0, 103.0, 10.0, 41.0, 11.0, 120.0, 13.0, 90.0
4316329, FFI16_RS19765, C->G, noncoding, -1.00884825541, 0.3733, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 103.0, 0.0, 44.0, 2.0, 105.0, 10.0, 41.0, 2.0, 118.0, 11.0, 90.0
4316336, FFI16_RS19765, C->G, noncoding, 0.679043963355, 0.1305, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 99.0, 0.0, 42.0, 2.0, 106.0, 7.0, 41.0, 7.0, 116.0, 11.0, 91.0
4316339, FFI16_RS19765, T->G, noncoding, 0.0692239604431, 0.3685, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 101.0, 0.0, 40.0, 1.0, 107.0, 11.0, 39.0, 11.0, 114.0, 20.0, 89.0
4316345, FFI16_RS19765, A->T, noncoding, 0.918145111199, 0.0967, 7, 1, 1, 1, 1, 1, PASS, 0.0, 99.0, 0.0, 41.0, 0.0, 109.0, 8.0, 41.0, 6.0, 111.0, 15.0, 88.0
4316347, FFI16_RS19765, C->A, noncoding, 0.331379965091, 0.3302, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 96.0, 0.0, 39.0, 0.0, 110.0, 10.0, 41.0, 13.0, 110.0, 14.0, 87.0
4323152, FFI16_RS19795, T->G, noncoding, 0.240559616031, 0.2549, 7, 1, 1, 1, 1, 1, FAIL, 7.0, 129.0, 0.0, 61.0, 4.0, 129.0, 17.0, 73.0, 10.0, 115.0, 20.0, 138.0
4323156, FFI16_RS19795, G->T, noncoding, -0.275882964819, 0.3709, 7, 1, 1, 1, 1, 1, FAIL, 7.0, 130.0, 0.0, 61.0, 3.0, 130.0, 15.0, 76.0, 5.0, 118.0, 20.0, 142.0
4323157, FFI16_RS19795, C->G, noncoding, -0.789350674692, 0.3923, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 130.0, 0.0, 61.0, 4.0, 130.0, 13.0, 76.0, 2.0, 118.0, 6.0, 141.0
4331342, FFI16_RS19845, T->G, synonymous, -1.19648692795, 0.41, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 126.0, 0.0, 56.0, 1.0, 120.0, 0.0, 106.0, 3.0, 89.0, 2.0, 93.0
4334278, FFI16_RS19855, C->G, synonymous, 0.863022249071, 0.0992, 7, 1, 1, 1, 1, 1, PASS, 2.0, 128.0, 0.0, 35.0, 1.0, 122.0, 5.0, 81.0, 5.0, 32.0, 8.0, 77.0
4334283, FFI16_RS19855, A->C, synonymous, 0.477381005159, 0.1726, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 125.0, 0.0, 34.0, 2.0, 121.0, 13.0, 78.0, 7.0, 32.0, 11.0, 77.0
4334286, FFI16_RS19855, T->G, missense, 0.209205068194, 0.3582, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 119.0, 0.0, 31.0, 0.0, 120.0, 13.0, 72.0, 4.0, 30.0, 9.0, 72.0
4334295, FFI16_RS19855, A->C, synonymous, 0.457358409545, 0.1597, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 120.0, 1.0, 33.0, 1.0, 116.0, 9.0, 71.0, 6.0, 32.0, 9.0, 72.0
4339059, FFI16_RS19875, T->G, missense, -2.75517409446, 0.4195, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 167.0, 0.0, 66.0, 0.0, 117.0, 0.0, 139.0, 2.0, 112.0, 5.0, 141.0
4357172, FFI16_RS19945, G->T, missense, -0.151426679813, 0.3808, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 128.0, 0.0, 22.0, 0.0, 97.0, 7.0, 166.0, 10.0, 70.0, 4.0, 77.0
4357177, FFI16_RS19945, C->T, missense, 0.704377877947, 0.1652, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 122.0, 0.0, 22.0, 0.0, 98.0, 5.0, 166.0, 10.0, 68.0, 6.0, 77.0
4357179, FFI16_RS19945, G->T, missense, 0.239892314729, 0.2516, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 124.0, 0.0, 22.0, 1.0, 101.0, 10.0, 165.0, 12.0, 68.0, 8.0, 78.0
4357181, FFI16_RS19945, C->T, synonymous, 0.327822087913, 0.1809, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 122.0, 0.0, 22.0, 2.0, 101.0, 3.0, 164.0, 9.0, 61.0, 6.0, 75.0
4357182, FFI16_RS19945, A->T, missense, 0.111487217777, 0.2488, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 121.0, 0.0, 21.0, 3.0, 98.0, 6.0, 162.0, 12.0, 60.0, 5.0, 74.0
4357183, FFI16_RS19945, G->T, missense, 0.459981838346, 0.1816, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 123.0, 0.0, 21.0, 2.0, 101.0, 3.0, 162.0, 11.0, 61.0, 8.0, 74.0
4357184, FFI16_RS19945, G->T, missense, 0.183790857765, 0.2329, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 123.0, 0.0, 21.0, 1.0, 101.0, 3.0, 165.0, 9.0, 61.0, 5.0, 74.0
4357203, FFI16_RS19945, A->T, missense, 1.22211081602, 0.1368, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 105.0, 0.0, 22.0, 0.0, 101.0, 2.0, 152.0, 7.0, 52.0, 6.0, 57.0
4362785, FFI16_RS19975, A->C, synonymous, -3.5334771169, 0.4014, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 181.0, 0.0, 46.0, 1.0, 105.0, 2.0, 189.0, 4.0, 131.0, 3.0, 146.0
4377305, FFI16_RS20030, G->C, missense, 0.130816960681, 0.3551, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 95.0, 0.0, 47.0, 2.0, 112.0, 11.0, 67.0, 10.0, 134.0, 9.0, 110.0
4392343, intergenic, T->G, noncoding, 0.422484426306, 0.2747, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 44.0, 0.0, 19.0, 0.0, 35.0, 2.0, 27.0, 6.0, 52.0, 13.0, 66.0
4397716, intergenic, G->C, noncoding, 0.0592873111319, 0.3764, 7, 1, 1, 1, 1, 1, FAIL, 7.0, 116.0, 0.0, 60.0, 1.0, 108.0, 18.0, 75.0, 13.0, 109.0, 22.0, 155.0
4397717, intergenic, T->G, noncoding, 0.182193744834, 0.3452, 7, 1, 1, 1, 1, 1, FAIL, 9.0, 116.0, 0.0, 60.0, 4.0, 108.0, 21.0, 75.0, 21.0, 110.0, 44.0, 157.0
4397720, intergenic, C->A, noncoding, 0.217019809269, 0.3329, 7, 1, 1, 1, 1, 1, FAIL, 5.0, 116.0, 0.0, 61.0, 3.0, 110.0, 21.0, 75.0, 19.0, 110.0, 28.0, 154.0
4397725, intergenic, C->G, noncoding, -0.132162612913, 0.3872, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 112.0, 0.0, 59.0, 5.0, 110.0, 12.0, 72.0, 4.0, 109.0, 15.0, 153.0
4397731, intergenic, T->G, noncoding, 0.186101475727, 0.3635, 7, 1, 1, 1, 1, 1, FAIL, 7.0, 114.0, 0.0, 59.0, 3.0, 110.0, 17.0, 67.0, 17.0, 106.0, 32.0, 148.0
4397740, intergenic, A->T, noncoding, 0.445086289891, 0.1976, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 112.0, 0.0, 60.0, 2.0, 108.0, 13.0, 70.0, 9.0, 101.0, 30.0, 146.0
4397742, intergenic, C->A, noncoding, 0.381514640076, 0.2735, 7, 1, 1, 1, 1, 1, FAIL, 4.0, 112.0, 0.0, 61.0, 1.0, 109.0, 20.0, 69.0, 24.0, 101.0, 31.0, 146.0
4397752, intergenic, T->A, noncoding, 0.212921478948, 0.3729, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 119.0, 0.0, 64.0, 1.0, 110.0, 15.0, 66.0, 12.0, 100.0, 20.0, 148.0
4397754, intergenic, G->T, noncoding, 0.195660709654, 0.3299, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 122.0, 0.0, 66.0, 1.0, 108.0, 12.0, 70.0, 8.0, 105.0, 10.0, 156.0
4397765, intergenic, G->C, noncoding, 0.359882885389, 0.2713, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 126.0, 0.0, 65.0, 0.0, 110.0, 11.0, 69.0, 5.0, 109.0, 11.0, 152.0
4397772, FFI16_RS20140, T->A, missense, 0.394237426875, 0.3218, 7, 1, 1, 1, 1, 1, FAIL, 2.0, 132.0, 0.0, 63.0, 1.0, 115.0, 16.0, 72.0, 20.0, 117.0, 31.0, 160.0
4397793, FFI16_RS20140, G->C, synonymous, 0.100907437514, 0.3868, 7, 1, 1, 1, 1, 1, FAIL, 3.0, 136.0, 0.0, 65.0, 1.0, 118.0, 14.0, 83.0, 10.0, 126.0, 20.0, 179.0
4405767, FFI16_RS20175, G->T, missense, -0.324032891652, 0.3824, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 139.0, 0.0, 43.0, 8.0, 134.0, 24.0, 116.0, 2.0, 93.0, 9.0, 115.0
4405782, FFI16_RS20175, G->T, missense, -0.196111946755, 0.395, 7, 1, 1, 1, 1, 1, FAIL, 6.0, 143.0, 0.0, 42.0, 4.0, 126.0, 20.0, 114.0, 4.0, 92.0, 4.0, 116.0
4418582, FFI16_RS20230, A->C, missense, 0.10072601748, 0.3576, 7, 1, 1, 1, 1, 1, FAIL, 1.0, 109.0, 0.0, 39.0, 1.0, 94.0, 2.0, 40.0, 12.0, 70.0, 5.0, 67.0
4418586, FFI16_RS20230, C->A, missense, 0.228814940353, 0.1997, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 105.0, 0.0, 40.0, 1.0, 95.0, 6.0, 42.0, 3.0, 69.0, 2.0, 67.0
4418603, FFI16_RS20230, T->G, missense, 0.747958226598, 0.1523, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 109.0, 0.0, 35.0, 1.0, 104.0, 2.0, 46.0, 10.0, 64.0, 8.0, 57.0
4418608, FFI16_RS20230, C->A, synonymous, 0.80799003458, 0.1057, 7, 1, 1, 1, 1, 1, FAIL, 0.0, 105.0, 0.0, 38.0, 1.0, 107.0, 4.0, 46.0, 11.0, 64.0, 4.0, 59.0
