LocusTag	protein_id	Gene	Type	Size	GC	Sequence	Fold_1	Fold_2	Fold_2_S	Fold_2_V	Fold_3	Fold_4	N	S	Spore_associated
B4U62_10620	AQZ90843.1	nan	CDS	897	0.4593	Genome	552	170	150	20	12	163	669.33	227.67	False
B4U62_10625	AQZ90844.1	nan	CDS	474	0.4093	Genome	313	99	96	3	6	56	381.0	93.0	False
B4U62_10630	AQZ90845.1	nan	CDS	237	0.5359	Genome	148	46	33	13	4	39	180.0	57.0	False
B4U62_10635	AQZ90846.1	nan	CDS	1335	0.4584	Genome	794	284	247	37	24	233	991.33	343.67	False
B4U62_10640	AQZ90847.1	nan	CDS	390	0.4256	Genome	249	86	82	4	8	47	309.0	81.0	False
B4U62_10645	AQZ90848.1	nan	CDS	339	0.4602	Genome	215	66	62	4	3	55	260.0	79.0	False
B4U62_10650	AQZ90849.1	nan	CDS	609	0.4253	Genome	399	109	109	0	11	90	475.33	133.67	False
B4U62_10655	AQZ90850.1	nan	CDS	603	0.476	Genome	380	137	125	12	2	84	472.0	131.0	False
B4U62_10660	AQZ90851.1	nan	CDS	912	0.4529	Genome	566	207	178	29	10	129	707.33	204.67	False
B4U62_10665	AQZ90852.1	nan	CDS	201	0.408	Genome	130	33	32	1	8	30	154.67	46.33	False
B4U62_10670	AQZ90853.1	nan	CDS	1491	0.4514	Genome	967	218	212	6	46	260	1127.67	363.33	False
B4U62_10675	AQZ90854.1	nan	CDS	1401	0.4168	Genome	864	324	290	34	13	200	1084.33	316.67	False
B4U62_10680	AQZ90855.1	nan	CDS	702	0.4416	Genome	456	132	128	4	10	104	547.33	154.67	False
B4U62_10685	AQZ90856.1	nan	CDS	252	0.4802	Genome	158	47	39	8	5	42	191.0	61.0	False
B4U62_10690	AQZ90857.1	nan	CDS	822	0.4197	Genome	505	199	178	21	7	111	640.0	182.0	False
B4U62_10695	AQZ90858.1	nan	CDS	702	0.4131	Genome	436	163	142	21	9	94	547.67	154.33	False
B4U62_10700	AQZ90859.1	nan	CDS	126	0.4127	Genome	83	24	23	1	4	15	100.33	25.67	False
B4U62_10705	AQZ90860.1	nan	CDS	315	0.4317	Genome	195	68	59	9	2	50	241.0	74.0	False
B4U62_10710	AQZ90861.1	nan	CDS	612	0.4183	Genome	372	130	114	16	13	97	463.0	149.0	False
B4U62_10715	AQZ90862.1	nan	CDS	177	0.3672	Genome	111	46	43	3	4	16	143.0	34.0	False
B4U62_10720	AQZ90863.1	nan	CDS	144	0.3681	Genome	98	25	24	1	5	16	116.33	27.67	False
B4U62_10725	AQZ90864.1	nan	CDS	681	0.3744	Genome	410	199	186	13	4	68	544.0	137.0	False
B4U62_10730	AQZ90865.1	nan	CDS	195	0.4308	Genome	127	36	34	2	8	24	153.67	41.33	False
B4U62_10735	AQZ90866.1	nan	CDS	225	0.4089	Genome	141	55	50	5	1	28	178.0	47.0	False
B4U62_10740	AQZ90867.1	nan	CDS	279	0.4731	Genome	179	52	47	5	2	46	214.33	64.67	False
B4U62_10745	AQZ90868.1	nan	CDS	1416	0.4506	Genome	864	336	307	29	13	203	1092.33	323.67	False
B4U62_10750	AQZ90869.1	nan	CDS	828	0.4565	Genome	507	183	165	18	10	128	632.33	195.67	False
B4U62_10755	AQZ90870.1	nan	CDS	1311	0.4729	Genome	803	298	264	34	13	197	1006.0	305.0	False
B4U62_10760	AQZ90871.1	nan	CDS	654	0.4557	Genome	397	147	127	20	6	104	497.0	157.0	False
B4U62_10765	AQZ90872.1	nan	CDS	690	0.5	Genome	412	158	140	18	4	116	518.67	171.33	False
B4U62_10770	AQZ90873.1	nan	CDS	1335	0.4607	Genome	822	301	266	35	12	200	1026.67	308.33	False
B4U62_10775	AQZ90874.1	nan	CDS	114	0.3684	Genome	64	32	28	4	3	15	86.33	27.67	True
B4U62_10780	AQZ90875.1	nan	CDS	780	0.4103	Genome	490	177	162	15	14	99	612.67	167.33	False
B4U62_10785	AQZ90876.1	nan	CDS	1281	0.4036	Genome	795	314	295	19	16	156	1009.67	271.33	False
B4U62_10790	AQZ90877.1	nan	CDS	306	0.3889	Genome	185	79	73	6	3	39	238.67	67.33	False
B4U62_10795	AQZ90878.1	nan	CDS	402	0.4104	Genome	262	68	66	2	10	62	310.67	91.33	False
B4U62_10800	AQZ90879.1	nan	CDS	954	0.4287	Genome	632	171	166	5	22	129	753.33	200.67	False
B4U62_10805	AQZ90880.1	nan	CDS	1149	0.4404	Genome	700	291	258	33	8	150	896.67	252.33	False
B4U62_10810	AQZ90881.1	nan	CDS	426	0.4413	Genome	277	79	75	4	8	62	332.33	93.67	False
B4U62_10815	AQZ90882.1	nan	CDS	177	0.322	Genome	115	44	44	0	6	12	146.33	30.67	False
B4U62_10820	AQZ90883.1	nan	CDS	588	0.352	Genome	371	139	133	6	8	70	466.33	121.67	False
B4U62_10825	AQZ90884.1	nan	CDS	243	0.3292	Genome	162	46	44	2	5	30	194.33	48.67	False
B4U62_10830	AQZ90885.1	nan	CDS	186	0.3441	Genome	114	48	45	3	6	18	148.0	38.0	False
B4U62_10835	AQZ90886.1	nan	CDS	213	0.3052	Genome	135	55	55	0	4	19	173.0	40.0	False
B4U62_10840	AQZ90887.1	nan	CDS	363	0.2975	Genome	221	103	100	3	10	29	293.0	70.0	False
B4U62_10845	AQZ93070.1	nan	CDS	174	0.3218	Genome	105	40	37	3	8	21	134.33	39.67	False
B4U62_10850	AQZ90888.1	nan	CDS	318	0.3145	Genome	188	98	96	2	4	28	254.67	63.33	False
B4U62_10855	AQZ93071.1	nan	CDS	78	0.2692	Genome	49	20	20	0	2	7	63.0	15.0	False
B4U62_10860	AQZ90889.1	nan	CDS	138	0.3478	Genome	86	35	34	1	3	14	110.33	27.67	False
B4U62_10865	AQZ90890.1	nan	CDS	132	0.3106	Genome	82	36	35	1	3	11	107.0	25.0	False
B4U62_10870	AQZ90891.1	nan	CDS	192	0.3229	Genome	119	53	51	2	4	16	155.67	36.33	False
B4U62_10875	AQZ90892.1	nan	CDS	828	0.3599	Genome	509	221	206	15	10	88	659.67	168.33	False
B4U62_10880	AQZ90893.1	nan	CDS	219	0.379	Genome	141	41	39	2	4	33	169.67	49.33	True
B4U62_10885	AQZ90894.1	nan	CDS	354	0.3136	Genome	227	91	88	3	11	25	291.33	62.67	False
B4U62_10890	AQZ90895.1	nan	CDS	342	0.3421	Genome	207	80	76	4	9	46	263.33	78.67	False
B4U62_10895	AQZ90896.1	nan	CDS	291	0.3162	Genome	184	74	73	1	8	25	236.0	55.0	False
B4U62_10900	AQZ90897.1	nan	CDS	168	0.4048	Genome	108	43	40	3	1	16	137.0	31.0	False
B4U62_10905	AQZ90898.1	nan	CDS	246	0.2724	Genome	147	61	59	2	15	23	192.67	53.33	False
B4U62_10910	AQZ90899.1	nan	CDS	450	0.3356	Genome	282	116	109	7	12	40	363.33	86.67	False
B4U62_10915	AQZ90900.1	nan	CDS	429	0.4149	Genome	273	104	98	6	3	49	343.33	85.67	False
B4U62_10920	AQZ90901.1	nan	CDS	243	0.3704	Genome	153	65	61	4	6	19	198.33	44.67	False
B4U62_10925	AQZ90902.1	nan	CDS	393	0.3537	Genome	243	104	97	7	7	39	314.67	78.33	False
B4U62_10930	AQZ90903.1	nan	CDS	522	0.3448	Genome	316	130	116	14	18	58	408.67	113.33	False
B4U62_10935	AQZ90904.1	nan	CDS	588	0.3844	Genome	359	149	138	11	5	75	460.0	128.0	False
B4U62_10940	AQZ90905.1	nan	CDS	2547	0.36	Genome	1566	670	624	46	29	282	2022.33	524.67	False
B4U62_10945	AQZ90906.1	nan	CDS	723	0.3721	Genome	453	180	169	11	10	80	576.33	146.67	False
B4U62_10950	AQZ93072.1	nan	CDS	390	0.3436	Genome	239	109	103	6	7	35	314.0	76.0	False
B4U62_10955	AQZ90907.1	nan	CDS	354	0.3588	Genome	218	91	86	5	7	38	281.0	73.0	False
B4U62_10960	AQZ90908.1	nan	CDS	201	0.4229	Genome	120	56	46	10	6	19	159.33	41.67	False
B4U62_10965	AQZ90909.1	nan	CDS	195	0.3846	Genome	120	56	53	3	1	18	157.67	37.33	False
B4U62_10970	AQZ90910.1	nan	CDS	135	0.3333	Genome	83	41	36	5	0	11	110.33	24.67	False
B4U62_10975	AQZ90911.1	nan	CDS	471	0.38	Genome	289	130	120	10	6	46	377.67	93.33	False
B4U62_10980	AQZ90912.1	nan	CDS	363	0.3361	Genome	224	92	84	8	7	40	287.67	75.33	False
B4U62_10985	AQZ90913.1	nan	CDS	126	0.3254	Genome	77	31	30	1	1	17	98.0	28.0	False
B4U62_10990	AQZ90914.1	nan	CDS	348	0.319	Genome	208	92	87	5	8	40	272.0	76.0	False
B4U62_10995	AQZ90915.1	nan	CDS	396	0.3838	Genome	240	104	95	9	7	45	311.67	84.33	False
B4U62_11000	AQZ90916.1	nan	CDS	543	0.3536	Genome	339	146	136	10	9	49	439.33	103.67	False
B4U62_11005	AQZ90917.1	nan	CDS	180	0.3556	Genome	116	43	39	4	3	18	145.67	34.33	False
B4U62_11010	AQZ90918.1	nan	CDS	120	0.4417	Genome	75	22	22	0	4	19	91.0	29.0	True
B4U62_11015	AQZ90919.1	nan	CDS	213	0.3052	Genome	128	62	55	7	7	16	171.67	41.33	False
B4U62_11020	AQZ90920.1	nan	CDS	183	0.306	Genome	112	54	53	1	4	13	149.33	33.67	False
B4U62_11025	AQZ90921.1	nan	CDS	228	0.3596	Genome	142	60	55	5	6	20	184.0	44.0	False
B4U62_11030	AQZ90922.1	nan	CDS	366	0.3415	Genome	227	100	94	6	6	33	295.67	70.33	False
B4U62_11035	AQZ90923.1	nan	CDS	219	0.3516	Genome	134	63	60	3	3	19	177.0	42.0	False
B4U62_11040	AQZ90924.1	nan	CDS	1332	0.3619	Genome	817	360	324	36	33	122	1068.0	264.0	False
B4U62_11045	AQZ90925.1	nan	CDS	120	0.3	Genome	77	30	29	1	2	11	97.67	22.33	False
B4U62_11050	AQZ90926.1	nan	CDS	519	0.3198	Genome	314	143	134	9	14	48	414.0	105.0	False
B4U62_11055	AQZ90927.1	nan	CDS	498	0.3574	Genome	303	132	121	11	10	53	394.33	103.67	False
B4U62_11060	AQZ90928.1	nan	CDS	156	0.3526	Genome	98	48	45	3	1	9	130.33	25.67	False
B4U62_11065	AQZ93073.1	nan	CDS	216	0.3657	Genome	132	58	52	6	5	21	172.33	43.67	False
B4U62_11070	AQZ90929.1	nan	CDS	198	0.3434	Genome	121	51	47	4	3	23	156.0	42.0	False
B4U62_11075	AQZ90930.1	nan	CDS	150	0.3667	Genome	93	41	37	4	0	16	120.33	29.67	False
B4U62_11080	AQZ90931.1	nan	CDS	717	0.3264	Genome	441	192	177	15	10	74	572.33	144.67	False
B4U62_11085	AQZ90932.1	nan	CDS	3918	0.354	Genome	2412	1015	926	89	86	405	3117.33	800.67	False
B4U62_11090	AQZ90933.1	nan	CDS	1731	0.3414	Genome	1042	496	464	32	38	155	1385.33	345.67	False
B4U62_11095	AQZ90934.1	nan	CDS	1137	0.3439	Genome	697	310	285	25	25	105	912.0	225.0	False
B4U62_11100	AQZ90935.1	nan	CDS	1515	0.3386	Genome	931	399	370	29	32	153	1207.67	307.33	False
B4U62_11105	AQZ90936.1	nan	CDS	471	0.3461	Genome	284	134	121	13	8	45	376.0	95.0	False
B4U62_11110	AQZ90937.1	nan	CDS	972	0.3632	Genome	605	255	238	17	16	96	780.33	191.67	False
B4U62_11115	AQZ90938.1	nan	CDS	915	0.3421	Genome	562	262	241	21	9	82	739.67	175.33	False
B4U62_11120	AQZ90939.1	nan	CDS	372	0.3253	Genome	229	103	96	7	8	32	300.33	71.67	False
B4U62_11125	AQZ90940.1	nan	CDS	315	0.3587	Genome	192	88	81	7	4	31	252.0	63.0	False
B4U62_11130	AQZ90941.1	nan	CDS	381	0.336	Genome	231	107	99	8	6	37	304.33	76.67	False
B4U62_11135	AQZ90942.1	nan	CDS	297	0.3434	Genome	186	79	75	4	8	24	241.33	55.67	False
B4U62_11140	AQZ90943.1	nan	CDS	1761	0.3606	Genome	1049	488	435	53	41	183	1388.0	373.0	False
B4U62_11145	AQZ90944.1	nan	CDS	825	0.3782	Genome	505	198	180	18	19	103	643.33	181.67	False
B4U62_11150	AQZ90945.1	nan	CDS	396	0.3737	Genome	248	96	90	6	6	46	314.0	82.0	False
B4U62_11155	AQZ90946.1	nan	CDS	222	0.3378	Genome	130	70	63	7	2	20	177.33	44.67	False
B4U62_11160	AQZ90947.1	nan	CDS	675	0.4059	Genome	444	129	124	5	18	84	536.0	139.0	False
B4U62_11165	AQZ90948.1	nan	CDS	813	0.3788	Genome	535	147	143	4	20	111	639.67	173.33	False
B4U62_11170	AQZ90949.1	nan	CDS	414	0.3889	Genome	254	102	92	10	7	51	324.33	89.67	False
B4U62_11175	AQZ90950.1	nan	CDS	150	0.32	Genome	97	38	36	2	4	11	123.67	26.33	False
B4U62_11180	AQZ90951.1	nan	CDS	348	0.3391	Genome	212	96	91	5	7	33	278.33	69.67	False
B4U62_11185	AQZ90952.1	nan	CDS	357	0.3249	Genome	215	108	101	7	9	25	290.0	67.0	False
B4U62_11190	AQZ90953.1	nan	CDS	342	0.3596	Genome	207	99	88	11	3	33	274.0	68.0	False
B4U62_11195	AQZ90954.1	nan	CDS	375	0.336	Genome	241	67	67	0	18	49	291.67	83.33	False
B4U62_11200	AQZ90955.1	nan	CDS	219	0.3836	Genome	129	67	60	7	4	19	175.0	44.0	False
B4U62_11205	AQZ90956.1	nan	CDS	279	0.3226	Genome	182	61	59	2	6	30	224.67	54.33	False
B4U62_11210	AQZ90957.1	nan	CDS	693	0.3319	Genome	441	180	169	11	16	56	566.33	126.67	False
B4U62_11215	AQZ90958.1	nan	CDS	204	0.3284	Genome	129	50	47	3	7	18	164.67	39.33	False
B4U62_11220	AQZ90959.1	nan	CDS	627	0.3541	Genome	389	169	156	13	13	56	506.0	121.0	False
B4U62_11225	AQZ90960.1	nan	CDS	195	0.3026	Genome	122	52	51	1	5	16	158.33	36.67	False
B4U62_11230	AQZ90961.1	nan	CDS	453	0.3863	Genome	280	109	103	6	8	56	355.33	97.67	False
B4U62_11235	AQZ90962.1	nan	CDS	258	0.2946	Genome	158	75	71	4	5	20	209.67	48.33	False
B4U62_11240	AQZ90963.1	nan	CDS	204	0.348	Genome	129	52	48	4	3	20	164.67	39.33	False
B4U62_11245	AQZ90964.1	nan	CDS	165	0.3212	Genome	97	53	47	6	3	12	133.33	31.67	False
B4U62_11250	AQZ90965.1	nan	CDS	756	0.3571	Genome	472	188	170	18	17	79	603.0	153.0	False
B4U62_11255	AQZ90966.1	nan	CDS	408	0.3456	Genome	249	105	95	10	11	43	322.67	85.33	False
B4U62_11260	AQZ90967.1	nan	CDS	339	0.3569	Genome	212	90	85	5	4	33	273.33	65.67	False
B4U62_11265	AQZ90968.1	nan	CDS	351	0.3846	Genome	218	91	87	4	7	35	281.0	70.0	False
B4U62_11270	AQZ90969.1	nan	CDS	204	0.402	Genome	120	55	52	3	3	26	157.67	46.33	False
B4U62_11275	AQZ90970.1	nan	CDS	279	0.3082	Genome	166	76	72	4	8	29	219.33	59.67	False
B4U62_11280	AQZ90971.1	nan	CDS	405	0.4074	Genome	249	99	87	12	4	53	316.33	88.67	False
B4U62_11285	AQZ90972.1	nan	CDS	336	0.3185	Genome	210	85	84	1	11	30	270.33	65.67	False
B4U62_11290	AQZ90973.1	nan	CDS	195	0.3231	Genome	122	50	46	4	6	17	157.33	37.67	False
B4U62_11295	AQZ90974.1	nan	CDS	198	0.303	Genome	119	54	52	2	3	22	156.0	42.0	False
B4U62_11300	AQZ90975.1	nan	CDS	219	0.3059	Genome	137	52	51	1	7	23	174.0	45.0	False
B4U62_11305	AQZ90976.1	nan	CDS	225	0.3511	Genome	142	52	47	5	9	22	179.67	45.33	False
B4U62_11310	AQZ90977.1	nan	CDS	978	0.3088	Genome	604	256	245	11	31	87	785.0	193.0	False
B4U62_11315	AQZ90978.1	nan	CDS	1383	0.3239	Genome	856	345	324	21	41	141	1099.67	283.33	False
B4U62_11320	AQZ90979.1	nan	CDS	1077	0.3398	Genome	665	281	257	24	24	107	860.33	216.67	False
B4U62_11325	AQZ90980.1	nan	CDS	213	0.3615	Genome	128	50	47	3	7	28	163.67	49.33	False
B4U62_11330	AQZ90981.1	nan	CDS	318	0.2862	Genome	196	87	81	6	15	20	259.0	59.0	False
B4U62_11335	AQZ90982.1	nan	CDS	201	0.2736	Genome	121	59	55	4	5	16	162.0	39.0	False
B4U62_11340	AQZ90983.1	nan	CDS	126	0.4048	Genome	76	27	23	4	3	20	95.0	31.0	False
B4U62_11345	AQZ90984.1	nan	CDS	1161	0.3109	Genome	708	300	282	18	34	119	919.33	241.67	False
B4U62_11350	AQZ90985.1	nan	CDS	417	0.3621	Genome	261	98	91	7	12	46	330.33	86.67	False
B4U62_11355	AQZ90986.1	nan	CDS	534	0.3015	Genome	322	144	139	5	19	49	424.33	109.67	False
B4U62_11360	AQZ90987.1	nan	CDS	537	0.3296	Genome	329	134	124	10	23	51	426.0	111.0	False
B4U62_11365	AQZ90988.1	nan	CDS	132	0.4015	Genome	82	34	33	1	3	13	105.67	26.33	False
B4U62_11370	AQZ90989.1	nan	CDS	216	0.3426	Genome	141	52	51	1	3	20	176.67	39.33	False
B4U62_11375	AQZ90990.1	nan	CDS	252	0.3214	Genome	149	67	60	7	6	30	195.67	56.33	False
B4U62_11380	AQZ90991.1	nan	CDS	180	0.3667	Genome	117	44	42	2	3	16	147.33	32.67	False
B4U62_11385	AQZ90992.1	nan	CDS	231	0.3247	Genome	137	55	55	0	7	32	176.0	55.0	False
B4U62_11390	AQZ90993.1	nan	CDS	396	0.3535	Genome	241	86	79	7	9	60	301.33	94.67	False
B4U62_11395	AQZ90994.1	nan	CDS	1329	0.3153	Genome	814	352	329	23	37	126	1061.0	268.0	False
B4U62_11400	AQZ90995.1	nan	CDS	228	0.364	Genome	135	62	55	7	7	24	178.67	49.33	False
B4U62_11405	AQZ90996.1	nan	CDS	1317	0.325	Genome	815	333	305	28	38	131	1049.67	267.33	False
B4U62_11410	AQZ90997.1	nan	CDS	507	0.3531	Genome	302	154	145	9	5	46	406.33	100.67	False
B4U62_11415	AQZ90998.1	nan	CDS	1233	0.3139	Genome	751	337	317	20	25	120	984.0	249.0	False
B4U62_11420	AQZ90999.1	nan	CDS	189	0.3386	Genome	118	50	47	3	4	17	152.67	36.33	False
B4U62_11425	AQZ91000.1	nan	CDS	252	0.3413	Genome	151	57	52	5	7	37	191.33	60.67	False
B4U62_11430	AQZ91001.1	nan	CDS	177	0.4181	Genome	112	38	35	3	7	20	139.67	37.33	False
B4U62_11435	AQZ91002.1	nan	CDS	612	0.3611	Genome	381	141	133	8	15	75	480.0	132.0	False
B4U62_11440	AQZ91003.1	nan	CDS	327	0.3517	Genome	202	82	71	11	12	31	260.67	66.33	False
B4U62_11445	AQZ91004.1	nan	CDS	195	0.2821	Genome	127	45	45	0	4	19	158.33	36.67	False
B4U62_11450	AQZ91005.1	nan	CDS	2520	0.3425	Genome	1634	564	544	20	76	246	2035.33	484.67	False
B4U62_11455	AQZ91006.1	nan	CDS	279	0.4014	Genome	183	46	45	1	5	45	215.33	63.67	False
B4U62_11460	AQZ91007.1	nan	CDS	192	0.2917	Genome	130	37	37	0	3	22	155.67	36.33	False
B4U62_11465	AQZ91008.1	nan	CDS	1218	0.3678	Genome	791	256	243	13	34	137	973.0	245.0	False
B4U62_11470	AQZ91009.1	nan	CDS	411	0.3114	Genome	252	119	113	6	11	29	335.0	76.0	False
B4U62_11475	AQZ91010.1	nan	CDS	501	0.3273	Genome	318	113	109	4	12	58	397.33	103.67	False
B4U62_11480	AQZ91011.1	nan	CDS	921	0.3605	Genome	603	202	194	8	16	100	743.0	178.0	False
B4U62_11485	AQZ91012.1	nan	CDS	1770	0.3638	Genome	1152	370	350	20	44	204	1413.33	356.67	False
B4U62_11490	AQZ91013.1	nan	CDS	1521	0.359	Genome	983	319	308	11	30	189	1205.67	315.33	False
B4U62_11495	AQZ91014.1	nan	CDS	1437	0.3473	Genome	926	316	305	11	27	168	1145.67	291.33	False
B4U62_11500	AQZ91015.1	nan	CDS	537	0.3706	Genome	352	88	85	3	8	89	413.33	123.67	False
B4U62_11505	AQZ91016.1	nan	CDS	1017	0.3786	Genome	668	166	163	3	23	160	786.33	230.67	False
B4U62_11510	AQZ91017.1	nan	CDS	471	0.3524	Genome	311	91	89	2	13	56	376.0	95.0	False
B4U62_11515	AQZ91018.1	nan	CDS	396	0.3611	Genome	253	93	88	5	9	41	318.0	78.0	False
B4U62_11520	AQZ91019.1	nan	CDS	255	0.3451	Genome	157	65	61	4	4	29	201.67	53.33	False
B4U62_11525	AQZ91020.1	nan	CDS	651	0.3564	Genome	430	113	111	2	23	85	513.0	138.0	False
B4U62_11530	AQZ91021.1	nan	CDS	507	0.3511	Genome	326	109	103	6	12	60	402.67	104.33	False
B4U62_11535	AQZ91022.1	nan	CDS	711	0.346	Genome	463	159	154	5	17	72	574.67	136.33	False
B4U62_11540	AQZ91023.1	nan	CDS	798	0.3835	Genome	526	135	132	3	16	121	621.33	176.67	False
B4U62_11545	AQZ91024.1	nan	CDS	612	0.3742	Genome	398	95	94	1	11	108	465.0	147.0	False
B4U62_11550	AQZ91025.1	nan	CDS	228	0.3904	Genome	147	51	51	0	2	28	181.67	46.33	False
B4U62_11555	AQZ91026.1	nan	CDS	357	0.381	Genome	234	58	56	2	6	59	274.67	82.33	False
B4U62_11560	AQZ91027.1	nan	CDS	1218	0.3719	Genome	787	250	240	10	17	164	959.33	258.67	False
B4U62_11565	AQZ91028.1	nan	CDS	351	0.3533	Genome	224	72	70	2	9	46	275.0	76.0	False
B4U62_11570	AQZ91029.1	nan	CDS	192	0.3385	Genome	127	38	38	0	3	24	153.33	38.67	False
B4U62_11575	AQZ91030.1	nan	CDS	501	0.3194	Genome	329	110	109	1	14	48	407.0	94.0	False
B4U62_11580	AQZ91031.1	nan	CDS	420	0.3786	Genome	273	76	73	3	11	60	327.33	92.67	False
B4U62_11585	AQZ91032.1	nan	CDS	1002	0.3772	Genome	657	203	192	11	17	125	798.0	204.0	False
B4U62_11590	AQZ91033.1	nan	CDS	330	0.3606	Genome	202	90	81	9	5	33	263.67	66.33	False
B4U62_11595	AQZ91034.1	nan	CDS	687	0.3624	Genome	424	160	146	14	13	90	535.0	152.0	False
B4U62_11600	AQZ91035.1	nan	CDS	177	0.2768	Genome	108	49	47	2	4	16	142.0	35.0	False
B4U62_11605	AQZ91036.1	nan	CDS	447	0.302	Genome	286	92	89	3	21	48	354.33	92.67	False
B4U62_11610	AQZ91037.1	nan	CDS	684	0.3465	Genome	449	124	123	1	24	87	539.67	144.33	False
B4U62_11615	AQZ91038.1	nan	CDS	6858	0.3737	Genome	4473	1315	1279	36	145	925	5398.0	1460.0	False
B4U62_11620	AQZ91039.1	nan	CDS	759	0.3162	Genome	483	169	158	11	22	85	603.0	156.0	False
B4U62_11625	AQZ91040.1	nan	CDS	2628	0.3661	Genome	1700	510	485	25	67	351	2062.33	565.67	False
B4U62_11630	AQZ91041.1	nan	CDS	822	0.3637	Genome	537	150	137	13	19	116	643.33	178.67	False
B4U62_11635	AQZ91042.1	nan	CDS	1935	0.37	Genome	1248	362	336	26	51	274	1506.33	428.67	False
B4U62_11640	AQZ91043.1	nan	CDS	825	0.3442	Genome	531	193	183	10	14	87	664.33	160.67	False
B4U62_11645	AQZ91044.1	nan	CDS	219	0.3242	Genome	141	50	48	2	6	22	176.33	42.67	False
B4U62_11650	AQZ91045.1	nan	CDS	1104	0.3759	Genome	726	173	165	8	22	183	848.67	255.33	False
B4U62_11655	AQZ91046.1	nan	CDS	213	0.3146	Genome	140	50	49	1	4	19	174.67	38.33	False
B4U62_11660	AQZ91047.1	nan	CDS	267	0.3146	Genome	174	54	53	1	10	29	213.33	53.67	False
B4U62_11665	AQZ91048.1	nan	CDS	447	0.2774	Genome	272	110	99	11	20	45	352.0	95.0	False
B4U62_11670	AQZ91049.1	nan	CDS	1269	0.2805	Genome	768	356	335	21	36	109	1017.33	251.67	False
B4U62_11675	AQZ91050.1	nan	CDS	414	0.2657	Genome	255	117	111	6	12	30	337.0	77.0	False
B4U62_11680	AQZ91051.1	nan	CDS	2118	0.2885	Genome	1291	563	531	32	84	180	1694.33	423.67	False
B4U62_11685	AQZ91052.1	nan	CDS	171	0.4211	Genome	109	43	37	6	4	15	139.0	32.0	False
B4U62_11690	AQZ91053.1	nan	CDS	318	0.261	Genome	187	97	94	3	10	24	255.0	63.0	False
B4U62_11695	AQZ91054.1	nan	CDS	1251	0.3949	Genome	778	303	273	30	21	149	987.0	264.0	False
B4U62_11700	AQZ91055.1	nan	CDS	333	0.3333	Genome	198	101	95	6	3	31	266.33	66.67	False
B4U62_11705	AQZ91056.1	nan	CDS	336	0.3244	Genome	211	80	76	4	13	32	268.67	67.33	False
B4U62_11710	AQZ91057.1	nan	CDS	357	0.3193	Genome	215	95	87	8	8	39	281.0	76.0	False
B4U62_11715	AQZ91058.1	nan	CDS	468	0.3761	Genome	294	104	97	7	7	63	365.67	102.33	False
B4U62_11720	AQZ91059.1	nan	CDS	534	0.3408	Genome	335	132	125	7	9	58	426.0	108.0	False
B4U62_11725	AQZ91060.1	nan	CDS	579	0.3437	Genome	349	157	142	15	14	59	458.33	120.67	False
B4U62_11730	AQZ91061.1	nan	CDS	498	0.3735	Genome	312	125	116	9	16	45	400.67	97.33	False
B4U62_11735	AQZ91062.1	nan	CDS	1716	0.3887	Genome	1084	412	381	31	23	197	1366.33	349.67	False
B4U62_11740	AQZ91063.1	nan	CDS	558	0.3477	Genome	348	145	136	9	14	51	449.33	108.67	False
B4U62_11745	AQZ91064.1	nan	CDS	240	0.3	Genome	157	56	54	2	7	20	196.67	43.33	False
B4U62_11750	AQZ91065.1	nan	CDS	1074	0.3343	Genome	669	265	248	17	34	106	857.0	217.0	False
B4U62_11755	AQZ91066.1	nan	CDS	891	0.3895	Genome	570	189	180	9	4	128	697.33	193.67	False
B4U62_11760	AQZ91067.1	nan	CDS	483	0.323	Genome	316	97	94	3	16	54	386.0	97.0	False
B4U62_11765	AQZ91068.1	nan	CDS	819	0.3602	Genome	535	159	149	10	18	107	647.0	172.0	False
B4U62_11770	AQZ91069.1	nan	CDS	516	0.3275	Genome	316	136	128	8	15	49	411.67	104.33	False
B4U62_11775	AQZ91070.1	nan	CDS	711	0.3432	Genome	455	177	167	10	6	73	575.0	136.0	False
B4U62_11780	AQZ91071.1	nan	CDS	1638	0.3413	Genome	1056	359	340	19	43	180	1309.67	328.33	False
B4U62_11785	AQZ93074.1	nan	CDS	591	0.4382	Genome	382	110	106	4	13	86	459.67	131.33	False
B4U62_11790	AQZ91072.1	nan	CDS	432	0.4167	Genome	268	106	93	13	4	54	340.0	92.0	False
B4U62_11795	AQZ91073.1	nan	CDS	534	0.4532	Genome	332	128	114	14	2	72	418.0	116.0	False
B4U62_11800	AQZ91074.1	nan	CDS	426	0.4014	Genome	274	89	82	7	14	49	338.0	88.0	False
B4U62_11805	AQZ91075.1	nan	CDS	1338	0.4469	Genome	812	279	243	36	20	227	1004.67	333.33	False
B4U62_11810	AQZ91076.1	nan	CDS	195	0.3795	Genome	127	36	35	1	3	29	152.0	43.0	False
B4U62_11815	AQZ91077.1	nan	CDS	564	0.3812	Genome	348	134	126	8	9	73	440.33	123.67	False
B4U62_11820	AQZ91078.1	nan	CDS	768	0.3932	Genome	464	199	185	14	11	94	600.33	167.67	False
B4U62_11825	AQZ91079.1	nan	CDS	582	0.4141	Genome	364	140	131	9	7	71	459.67	122.33	False
B4U62_11830	AQZ91080.1	nan	CDS	252	0.3929	Genome	168	45	43	2	7	32	200.33	51.67	False
